Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,Value,UnitType,Metadata
2020,Antigua and Barbuda,028,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.10962962962963E7,$,
2020,Antigua and Barbuda,028,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.10962962962963E7,$,
2020,Antigua and Barbuda,028,Population,Pop,Pop,Population,91846.0,N,
2020,Argentina,032,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.62815829776035E10,$,
2020,Argentina,032,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.62815829776035E10,$,
2020,Argentina,032,Population,Pop,Pop,Population,4.5191965E7,N,
2020,Armenia,051,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.5606062888084E9,$,
2020,Armenia,051,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.5606062888084E9,$,
2020,Armenia,051,Population,Pop,Pop,Population,2890892.0,N,
2020,Aruba,533,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",6.42067039106145E7,$,
2020,Aruba,533,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",6.42067039106145E7,$,
2020,Aruba,533,Population,Pop,Pop,Population,107400.0,N,
2020,Australia,036,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.91316341612931E10,$,
2020,Australia,036,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.91316341612931E10,$,
2020,Australia,036,Population,Pop,Pop,Population,2.5743791E7,N,
2020,Austria,040,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.20983881067694E10,$,
2020,Austria,040,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.20983881067694E10,$,
2020,Austria,040,Population,Pop,Pop,Population,8921405.0,N,
2020,Azerbaijan,031,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.60494117647059E9,$,
2020,Azerbaijan,031,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.60494117647059E9,$,
2020,Azerbaijan,031,Population,Pop,Pop,Population,1.018173E7,N,
2020,Bahamas,044,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.013E8,$,
2020,Bahamas,044,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.013E8,$,
2020,Bahamas,044,Population,Pop,Pop,Population,395863.0,N,
2020,Bahrain,048,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",6.46754945744681E9,$,
2020,Bahrain,048,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",6.46754945744681E9,$,
2020,Bahrain,048,Population,Pop,Pop,Population,1483077.0,N,
2020,Bangladesh,050,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.6947460652668E10,$,
2020,Bangladesh,050,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.6947460652668E10,$,
2020,Bangladesh,050,Population,Pop,Pop,Population,1.66298024E8,N,
2020,Barbados,052,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.754593505E8,$,
2020,Barbados,052,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.754593505E8,$,
2020,Barbados,052,Population,Pop,Pop,Population,281698.0,N,
2020,Belarus,112,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.31868050787535E10,$,
2020,Belarus,112,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.31868050787535E10,$,
2020,Belarus,112,Population,Pop,Pop,Population,9350944.0,N,
2020,Belgium,056,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",6.36269480059135E10,$,
2020,Belgium,056,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",6.36269480059135E10,$,
2020,Belgium,056,Population,Pop,Pop,Population,1.1540107E7,N,
2020,Belize,084,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.373030355E8,$,
2020,Belize,084,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.373030355E8,$,
2020,Belize,084,Population,Pop,Pop,Population,390812.0,N,
2020,Benin,204,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.51971792330492E9,$,
2020,Benin,204,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.51971792330492E9,$,
2020,Benin,204,Population,Pop,Pop,Population,1.3070169E7,N,
2020,Bermuda,060,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.31672E7,$,
2020,Bermuda,060,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.31672E7,$,
2020,Bermuda,060,Population,Pop,Pop,Population,64382.0,N,
2020,Bhutan,064,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.21139521356447E8,$,
2020,Bhutan,064,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.21139521356447E8,$,
2020,Bhutan,064,Population,Pop,Pop,Population,770006.0,N,
2020,Bolivia (Plurinational State of),068,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.01383735412446E9,$,
2020,Bolivia (Plurinational State of),068,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.01383735412446E9,$,
2020,Bolivia (Plurinational State of),068,Population,Pop,Pop,Population,1.1816299E7,N,
2020,Bosnia and Herzegovina,070,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.56098730252661E9,$,
2020,Bosnia and Herzegovina,070,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.56098730252661E9,$,
2020,Bosnia and Herzegovina,070,Population,Pop,Pop,Population,3299349.0,N,
2020,Botswana,072,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",8.46608362690212E8,$,
2020,Botswana,072,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",8.46608362690212E8,$,
2020,Botswana,072,Population,Pop,Pop,Population,2365894.0,N,
2020,Brazil,076,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.57839142620809E11,$,
2020,Brazil,076,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.57839142620809E11,$,
2020,Brazil,076,Population,Pop,Pop,Population,2.08660842E8,N,
2020,British Virgin Islands,092,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.0754035E7,$,
2020,British Virgin Islands,092,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.0754035E7,$,
2020,British Virgin Islands,092,Population,Pop,Pop,Population,37135.0,N,
2020,Brunei Darussalam,096,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.89329703017517E9,$,
2020,Brunei Darussalam,096,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.89329703017517E9,$,
2020,Brunei Darussalam,096,Population,Pop,Pop,Population,447404.0,N,
2020,Bulgaria,100,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",9.08162750048555E9,$,
2020,Bulgaria,100,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",9.08162750048555E9,$,
2020,Bulgaria,100,Population,Pop,Pop,Population,6933652.0,N,
2020,Burkina Faso,854,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.77805226669742E9,$,
2020,Burkina Faso,854,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.77805226669742E9,$,
2020,Burkina Faso,854,Population,Pop,Pop,Population,2.147869E7,N,
2020,Burundi,108,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.33393758780171E8,$,
2020,Burundi,108,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.33393758780171E8,$,
2020,Burundi,108,Population,Pop,Pop,Population,1.2617036E7,N,
2020,Cabo Verde,132,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",9.44485856172274E7,$,
2020,Cabo Verde,132,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",9.44485856172274E7,$,
2020,Cabo Verde,132,Population,Pop,Pop,Population,514679.0,N,
2020,Cambodia,116,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",8.35566641886359E9,$,
2020,Cambodia,116,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",8.35566641886359E9,$,
2020,Cambodia,116,Population,Pop,Pop,Population,1.6725474E7,N,
2020,Cameroon,120,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.37431587244436E9,$,
2020,Cameroon,120,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.37431587244436E9,$,
2020,Cameroon,120,Population,Pop,Pop,Population,2.6210558E7,N,
2020,Canada,124,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.4926786796618E11,$,
2020,Canada,124,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.4926786796618E11,$,
2020,Canada,124,Population,Pop,Pop,Population,3.8171902E7,N,
2020,Cayman Islands,136,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.18529538118152E7,$,
2020,Cayman Islands,136,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.18529538118152E7,$,
2020,Cayman Islands,136,Population,Pop,Pop,Population,68684.0,N,
2020,Central African Republic,140,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.12458685578561E8,$,
2020,Central African Republic,140,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.12458685578561E8,$,
2020,Central African Republic,140,Population,Pop,Pop,Population,5026628.0,N,
2020,Chad,148,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.27001003198663E9,$,
2020,Chad,148,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.27001003198663E9,$,
2020,Chad,148,Population,Pop,Pop,Population,1.7224679E7,N,
2020,Chile,152,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.28397784163985E10,$,
2020,Chile,152,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.28397784163985E10,$,
2020,Chile,152,Population,Pop,Pop,Population,1.9370624E7,N,
2020,China,156,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.83622993883589E12,$,
2020,China,156,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.83622993883589E12,$,
2020,China,156,Population,Pop,Pop,Population,1.426106093E9,N,
2020,"China, Hong Kong SAR",344,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.29047020529182E9,$,
2020,"China, Hong Kong SAR",344,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.29047020529182E9,$,
2020,"China, Hong Kong SAR",344,Population,Pop,Pop,Population,7490235.0,N,
2020,"China, Macao SAR",446,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.105378600823E8,$,
2020,"China, Macao SAR",446,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.105378600823E8,$,
2020,"China, Macao SAR",446,Population,Pop,Pop,Population,683067.0,N,
2020,Colombia,170,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.90016247996641E10,$,
2020,Colombia,170,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.90016247996641E10,$,
2020,Colombia,170,Population,Pop,Pop,Population,5.0629997E7,N,
2020,Comoros,174,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.86332844256707E7,$,
2020,Comoros,174,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.86332844256707E7,$,
2020,Comoros,174,Population,Pop,Pop,Population,802163.0,N,
2020,Congo,178,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.37380352392839E9,$,
2020,Congo,178,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.37380352392839E9,$,
2020,Congo,178,Population,Pop,Pop,Population,5752791.0,N,
2020,Cook Islands,184,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",6099511.15122105,$,
2020,Cook Islands,184,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",6099511.15122105,$,
2020,Cook Islands,184,Population,Pop,Pop,Population,15643.0,N,
2020,Costa Rica,188,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.98092678737811E9,$,
2020,Costa Rica,188,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.98092678737811E9,$,
2020,Costa Rica,188,Population,Pop,Pop,Population,5034320.0,N,
2020,Côte d'Ivoire,384,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.59608115161678E9,$,
2020,Côte d'Ivoire,384,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.59608115161678E9,$,
2020,Côte d'Ivoire,384,Population,Pop,Pop,Population,2.8915449E7,N,
2020,Croatia,191,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.02702196383142E9,$,
2020,Croatia,191,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.02702196383142E9,$,
2020,Croatia,191,Population,Pop,Pop,Population,3953958.0,N,
2020,Cuba,192,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.20201E10,$,
2020,Cuba,192,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.20201E10,$,
2020,Cuba,192,Population,Pop,Pop,Population,1.1176354E7,N,
2020,Curaçao,531,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",7.00639882681564E7,$,
2020,Curaçao,531,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",7.00639882681564E7,$,
2020,Curaçao,531,Population,Pop,Pop,Population,185018.0,N,
2020,Cyprus,196,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.43916709727624E9,$,
2020,Cyprus,196,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.43916709727624E9,$,
2020,Cyprus,196,Population,Pop,Pop,Population,1302247.0,N,
2020,Czechia,203,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.22228325847417E10,$,
2020,Czechia,203,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.22228325847417E10,$,
2020,Czechia,203,Population,Pop,Pop,Population,1.0550129E7,N,
2020,Democratic People's Republic of Korea,408,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",2.74926199571363E9,$,
2020,Democratic People's Republic of Korea,408,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",2.74926199571363E9,$,
2020,Democratic People's Republic of Korea,408,Population,Pop,Pop,Population,2.6136312E7,N,
2020,Democratic Republic of the Congo,180,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.65805136099554E9,$,
2020,Democratic Republic of the Congo,180,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.65805136099554E9,$,
2020,Democratic Republic of the Congo,180,Population,Pop,Pop,Population,9.5989998E7,N,
2020,Denmark,208,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.5652740975635E10,$,
2020,Denmark,208,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.5652740975635E10,$,
2020,Denmark,208,Population,Pop,Pop,Population,5831530.0,N,
2020,Djibouti,262,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.40951266310678E8,$,
2020,Djibouti,262,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.40951266310678E8,$,
2020,Djibouti,262,Population,Pop,Pop,Population,1105188.0,N,
2020,Dominica,212,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.67444444444444E7,$,
2020,Dominica,212,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.67444444444444E7,$,
2020,Dominica,212,Population,Pop,Pop,Population,67573.0,N,
2020,Dominican Republic,214,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.01738355778671E10,$,
2020,Dominican Republic,214,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.01738355778671E10,$,
2020,Dominican Republic,214,Population,Pop,Pop,Population,1.10083E7,N,
2020,Ecuador,218,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.240673E10,$,
2020,Ecuador,218,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.240673E10,$,
2020,Ecuador,218,Population,Pop,Pop,Population,1.7546065E7,N,
2020,Egypt,818,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",6.39515757158896E10,$,
2020,Egypt,818,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",6.39515757158895E10,$,
2020,Egypt,818,Population,Pop,Pop,Population,1.09315124E8,N,
2020,El Salvador,222,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.673492166E9,$,
2020,El Salvador,222,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.673492166E9,$,
2020,El Salvador,222,Population,Pop,Pop,Population,6234673.0,N,
2020,Equatorial Guinea,226,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.93197887246206E9,$,
2020,Equatorial Guinea,226,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.93197887246206E9,$,
2020,Equatorial Guinea,226,Population,Pop,Pop,Population,1716468.0,N,
2020,Eritrea,232,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.29738905737977E8,$,
2020,Eritrea,232,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.29738905737977E8,$,
2020,Eritrea,232,Population,Pop,Pop,Population,3291271.0,N,
2020,Estonia,233,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",4.00680339066453E9,$,
2020,Estonia,233,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",4.00680339066453E9,$,
2020,Estonia,233,Population,Pop,Pop,Population,1329669.0,N,
2020,Eswatini,748,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",1.08893962932549E9,$,
2020,Eswatini,748,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",1.08893962932549E9,$,
2020,Eswatini,748,Population,Pop,Pop,Population,1192729.0,N,
2020,Ethiopia,231,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.12414900922067E9,$,
2020,Ethiopia,231,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.12414900922067E9,$,
2020,Ethiopia,231,Population,Pop,Pop,Population,1.18917671E8,N,
2020,Fiji,242,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",5.19440726737338E8,$,
2020,Fiji,242,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",5.19440726737338E8,$,
2020,Fiji,242,Population,Pop,Pop,Population,914963.0,N,
2020,Finland,246,"MVA (Manufacturing Value Added), constant 2020 USD",MvaCod,MvaCod,"MVA (Manufacturing Value Added), constant 2020 USD",3.92127346163419E10,$,
2020,Finland,246,"MVA (Manufacturing Value Added), current USD",MvaCud,MvaCud,"MVA (Manufacturing Value Added), current USD",3.92127346163419E10,$,
2020,Finland,246,Population,Pop,Pop,Population,5529612.0,N,
